GameID,TurnCount,Players,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
10,365,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",1.0,0,3,0,2,6,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0.027777777777777776}",0.1388888888888889,52,13,18,19,11,9,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,3
11,261,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",1.0,0,3,0,2,7,False,False,1,"{'WOOD': 0.16666666666666669, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0}",0.22222222222222224,54,19,9,11,5,9,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
12,456,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",1.0,0,4,0,3,8,False,False,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0, 'SHEEP': 0.19444444444444445, 'WHEAT': 0.16666666666666669, 'ORE': 0}",0.6388888888888888,158,25,17,19,15,58,45,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
13,377,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",1.0,0,7,1,3,11,True,False,0,"{'WOOD': 0, 'BRICK': 0.4444444444444445, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.3333333333333333, 'ORE': 0}",0.9444444444444444,189,43,9,11,8,33,25,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
14,137,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",1.0,0,2,0,2,4,False,False,0,"{'WOOD': 0.027777777777777776, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.1388888888888889,34,4,4,4,4,10,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
15,602,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",1.0,0,4,1,1,13,False,False,1,"{'WOOD': 0.16666666666666669, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.4166666666666667,149,35,26,28,13,21,4,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
16,393,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",1.0,0,10,1,4,15,False,True,2,"{'WOOD': 0.1388888888888889, 'BRICK': 0.25, 'SHEEP': 0.36111111111111105, 'WHEAT': 0.1111111111111111, 'ORE': 0.25}",1.1111111111111112,188,69,12,19,4,80,57,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 7, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",8,10
17,240,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",1.0,0,4,0,2,12,False,True,0,"{'WOOD': 0.16666666666666669, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.3888888888888889,77,31,11,15,9,10,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",5,5
18,254,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",1.0,0,3,1,1,7,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.2222222222222222, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.3333333333333333,108,27,10,12,8,14,9,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
19,589,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",1.0,0,4,0,4,15,False,False,0,"{'WOOD': 0.33333333333333337, 'BRICK': 0.05555555555555555, 'SHEEP': 0.2222222222222222, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.6944444444444445,303,42,28,30,24,112,91,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",4,4
20,223,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",1.0,0,2,0,2,15,False,False,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0.08333333333333333, 'SHEEP': 0.027777777777777776, 'WHEAT': 0, 'ORE': 0.05555555555555555}",0.3055555555555556,70,25,6,6,3,24,16,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,1
21,203,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",1.0,0,4,1,1,3,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.16666666666666666,35,10,5,5,3,8,4,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
22,351,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",1.0,0,8,0,5,15,False,False,3,"{'WOOD': 0.19444444444444445, 'BRICK': 0.08333333333333333, 'SHEEP': 0.3055555555555556, 'WHEAT': 0.2777777777777778, 'ORE': 0}",0.8611111111111112,263,50,16,17,12,54,34,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,4
23,521,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",1.0,0,5,0,4,12,False,False,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0.05555555555555555, 'SHEEP': 0.25, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.6666666666666667,175,34,16,17,10,56,38,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
24,867,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",1.0,0,10,1,5,15,True,False,1,"{'WOOD': 0.3888888888888889, 'BRICK': 0.6666666666666667, 'SHEEP': 0.3611111111111111, 'WHEAT': 0.08333333333333333, 'ORE': 0.1111111111111111}",1.6111111111111112,306,70,29,33,24,72,54,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 2}",8,9
25,320,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",1.0,0,10,1,1,13,True,True,3,"{'WOOD': 0.2777777777777778, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.5, 'ORE': 0}",0.8888888888888888,187,52,16,20,14,49,34,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 1}",8,11
26,625,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",1.0,0,8,1,4,15,True,False,0,"{'WOOD': 0.4444444444444444, 'BRICK': 0.25, 'SHEEP': 0, 'WHEAT': 0.16666666666666666, 'ORE': 0.2222222222222222}",1.0833333333333333,313,55,19,23,17,63,46,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,4
27,249,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",1.0,0,10,1,3,9,True,True,1,"{'WOOD': 0.6666666666666666, 'BRICK': 0, 'SHEEP': 0.3055555555555555, 'WHEAT': 0.08333333333333333, 'ORE': 0.1388888888888889}",1.1944444444444442,176,51,11,16,13,33,26,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",7,8
28,268,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",1.0,0,7,1,1,6,False,True,2,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.16666666666666666, 'ORE': 0.05555555555555555}",0.4444444444444444,121,40,12,18,13,36,25,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",7,9
29,602,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",1.0,0,10,0,5,15,True,True,1,"{'WOOD': 0.25, 'BRICK': 0.027777777777777776, 'SHEEP': 0.5277777777777778, 'WHEAT': 0, 'ORE': 0.3611111111111111}",1.1666666666666667,345,59,28,33,14,79,56,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,7
30,297,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",1.0,0,10,0,5,14,True,True,1,"{'WOOD': 0, 'BRICK': 0.5555555555555556, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.36111111111111116, 'ORE': 0.19444444444444445}",1.277777777777778,152,52,13,17,10,32,16,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 1}",7,8
31,306,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",1.0,0,3,0,2,6,False,False,1,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.25, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.3888888888888889,64,23,11,13,9,9,0,"{'KNIGHT': 1, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,5
32,354,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",1.0,0,8,0,5,15,True,False,1,"{'WOOD': 0.3055555555555555, 'BRICK': 0.2777777777777778, 'SHEEP': 0.3055555555555555, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.9722222222222222,236,53,10,13,9,75,59,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
33,378,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",1.0,0,9,0,5,15,True,False,2,"{'WOOD': 0.4166666666666667, 'BRICK': 0.3055555555555555, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.08333333333333333, 'ORE': 0.1111111111111111}",0.9444444444444444,224,61,10,13,10,57,47,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 2}",7,9
34,329,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",1.0,0,5,1,1,9,False,False,2,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0.2777777777777778, 'ORE': 0.08333333333333333}",0.5277777777777778,124,37,13,16,11,22,12,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,6
35,220,"[RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE]",1.0,0,3,0,2,8,False,False,1,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0.19444444444444445}",0.41666666666666663,96,24,6,8,4,19,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
36,236,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",1.0,0,2,0,2,8,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.2222222222222222,52,18,7,9,9,7,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
37,358,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE]",1.0,0,6,0,4,14,True,False,0,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0, 'WHEAT': 0.27777777777777773, 'ORE': 0.05555555555555555}",0.4722222222222222,118,38,14,15,8,14,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,2
38,222,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE]",1.0,0,5,0,2,7,False,True,1,"{'WOOD': 0.16666666666666669, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.2777777777777778,57,30,10,15,14,8,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",7,8
39,464,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",1.0,0,3,0,2,11,False,False,1,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.16666666666666669}",0.25,82,26,23,25,22,22,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
40,303,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",1.0,0,10,3,0,11,False,True,2,"{'WOOD': 0, 'BRICK': 0.2222222222222222, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.5555555555555556, 'ORE': 0.4444444444444444}",1.5,289,76,10,18,13,75,66,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 8, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",11,13
41,201,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",1.0,0,3,0,2,15,False,False,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0.05555555555555555, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.16666666666666669}",0.4166666666666667,56,29,9,9,8,11,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
42,316,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",1.0,0,11,2,4,15,False,True,1,"{'WOOD': 0.19444444444444442, 'BRICK': 0.4722222222222222, 'SHEEP': 0.5833333333333333, 'WHEAT': 0.08333333333333333, 'ORE': 0}",1.3333333333333333,319,67,13,16,12,93,76,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
43,678,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",1.0,0,10,3,2,15,True,False,0,"{'WOOD': 0.8333333333333334, 'BRICK': 0.5833333333333333, 'SHEEP': 0.2777777777777778, 'WHEAT': 0, 'ORE': 0.3888888888888889}",2.083333333333333,722,65,26,29,16,191,161,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
