GameID,TurnCount,Players,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
10,360,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9976079999999312,1283748968.206107,3,0,2,12,False,False,1,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.2777777777777778,178,41,15,18,15,44,36,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,7
11,421,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9973469999999237,1395100303.3256705,2,0,2,8,False,False,0,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.16666666666666666,91,17,14,16,14,18,13,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,3
12,280,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9971459999999179,1005979350.4278607,2,0,2,9,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.27777777777777773,108,26,10,13,7,14,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
13,135,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.9970559999999153,1141639435.2,3,0,2,8,False,False,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.25,42,18,2,3,3,3,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
14,308,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9968619999999098,978798794.6185567,3,0,2,8,False,False,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.1388888888888889,61,14,17,17,8,12,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,2
15,467,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.996558999999901,953964589.4455446,8,0,4,15,True,False,2,"{'WOOD': 0.08333333333333333, 'BRICK': 0.05555555555555555, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.3611111111111111,125,46,21,23,15,18,8,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,4
16,265,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9963969999998964,993006222.6296296,4,0,2,5,False,False,2,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.2222222222222222,49,15,8,9,6,10,0,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,3
17,173,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.996279999999893,747751069.4358975,2,0,2,5,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.1388888888888889,37,11,9,10,4,4,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,3
18,259,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.9960849999998874,788579440.3794872,2,0,2,8,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.25, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.3333333333333333,111,17,9,11,4,10,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,3
19,554,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9956849999998759,789314428.505,5,0,3,15,True,False,0,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.16666666666666666, 'ORE': 0.08333333333333333}",0.4444444444444444,190,42,23,27,17,26,12,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,4
20,267,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9955279999998714,640590227.5159236,2,0,2,4,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0, 'ORE': 0}",0.16666666666666666,53,4,8,8,4,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
21,430,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",0.9952249999998627,741808864.0528053,5,0,2,7,False,True,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.08333333333333333, 'ORE': 0.027777777777777776}",0.3888888888888889,188,37,20,27,17,83,70,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 7, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",8,9
22,204,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9950709999998583,859886022.7012987,4,2,0,5,False,False,0,"{'WOOD': 0.2777777777777778, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.38888888888888884, 'ORE': 0.2222222222222222}",0.8888888888888888,115,22,17,18,10,51,39,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,2
23,479,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9947769999998498,668065218.3537415,4,0,2,15,True,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.027777777777777776, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.2222222222222222,110,26,19,19,11,26,16,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
24,248,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9946039999998448,444756956.89017344,4,0,2,9,False,False,2,"{'WOOD': 0.16666666666666666, 'BRICK': 0.027777777777777776, 'SHEEP': 0.2222222222222222, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.5277777777777777,108,26,10,12,4,27,21,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,4
25,300,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9943799999998384,492786526.7589286,6,0,3,10,False,False,3,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.2777777777777778, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.4722222222222222,140,37,9,12,7,22,9,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,7
26,431,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9941159999998308,679843002.4015151,2,0,2,9,False,False,0,"{'WOOD': 0.25, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.25,108,14,13,13,10,21,13,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
27,356,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9938549999998233,442087439.5785441,8,2,0,10,False,True,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.2222222222222222, 'ORE': 0.2222222222222222}",0.7777777777777778,189,46,17,22,12,59,43,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",6,8
28,529,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9934189999998108,505593404.7798165,8,2,3,15,False,False,1,"{'WOOD': 0.19444444444444442, 'BRICK': 0.027777777777777776, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.3611111111111111, 'ORE': 0}",0.8611111111111112,252,71,21,27,22,21,9,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",8,9
29,402,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9931469999998029,396325802.7867647,7,2,0,12,False,False,3,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.16666666666666666, 'ORE': 0.1111111111111111}",0.5555555555555556,149,54,20,23,13,51,41,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",5,8
30,431,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9928629999997948,408890046.42253524,6,1,2,12,True,False,0,"{'WOOD': 0.4444444444444445, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.2222222222222222}",0.6666666666666667,88,35,19,21,17,10,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
31,281,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9926589999997889,420744900.8333333,10,2,3,15,True,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0.2777777777777778, 'SHEEP': 0.3611111111111111, 'WHEAT': 0.4722222222222222, 'ORE': 0.1111111111111111}",1.4444444444444446,163,57,11,13,7,33,22,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
32,419,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9923579999997802,719614116.1262459,10,2,4,15,False,False,2,"{'WOOD': 0.16666666666666666, 'BRICK': 0.1111111111111111, 'SHEEP': 0.3611111111111111, 'WHEAT': 0.888888888888889, 'ORE': 0.1388888888888889}",1.6666666666666665,231,69,20,23,8,77,48,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",5,7
33,303,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9921289999997737,675032866.6812227,10,2,4,15,False,False,2,"{'WOOD': 0.3333333333333333, 'BRICK': 0.6111111111111112, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.3333333333333333, 'ORE': 0.27777777777777773}",1.6388888888888886,203,67,11,14,9,58,43,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
34,390,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9918419999997654,600458175.8745644,5,1,1,12,False,False,2,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.027777777777777776, 'ORE': 0.2777777777777778}",0.75,229,39,16,19,12,62,42,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,6
35,363,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9915589999997573,650790183.2155477,6,1,1,13,False,True,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.3055555555555555, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.38888888888888884,168,51,16,21,12,36,23,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",7,8
36,331,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.991340999999751,854415690.3302752,3,0,3,6,False,False,0,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.2777777777777778,93,24,15,17,10,5,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
37,266,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9911349999997451,650108579.5339806,6,1,1,13,False,True,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.33333333333333337, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.5277777777777778,139,45,17,22,13,17,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,6
38,296,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9909319999997392,580415463.9605911,3,0,2,10,False,False,1,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.19444444444444442, 'ORE': 0}",0.4444444444444444,135,22,11,12,5,43,30,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
39,362,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.9906959999997325,791368257.1694915,3,0,2,9,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.05555555555555555}",0.16666666666666666,78,22,13,14,12,6,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
40,172,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9905629999997286,660132860.1203008,4,0,3,10,False,False,1,"{'WOOD': 0.16666666666666666, 'BRICK': 0, 'SHEEP': 0.41666666666666663, 'WHEAT': 0, 'ORE': 0}",0.5833333333333333,87,31,9,10,9,13,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 2}",4,5
41,175,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.9904489999997254,554815110.877193,3,0,2,6,False,False,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0}",0.19444444444444445,48,13,8,9,3,17,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,3
