GameID,TurnCount,Players,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
10,319,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.9967099000000714,0,3,0,2,6,False,False,1,"{'WOOD': 0.16666666666666669, 'BRICK': 0.05555555555555555, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.3888888888888889,79,16,12,14,9,29,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
11,284,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE]",0.9963568000000791,0,4,1,1,10,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.16666666666666666, 'ORE': 0.1111111111111111}",0.2777777777777778,91,40,12,16,13,6,4,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 2, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 0}",8,9
12,275,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9960647500000854,0,2,0,2,9,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.25,64,23,7,9,9,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
13,279,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9956407000000946,0,11,2,3,15,True,True,0,"{'WOOD': 0.3611111111111111, 'BRICK': 0.19444444444444445, 'SHEEP': 0.5555555555555556, 'WHEAT': 0.2777777777777778, 'ORE': 0.1111111111111111}",1.5,235,64,6,11,5,50,30,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",6,6
14,224,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9953503000001009,0,10,0,5,15,True,True,1,"{'WOOD': 0.5, 'BRICK': 0.33333333333333337, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.05555555555555555, 'ORE': 0.1388888888888889}",1.1944444444444444,170,53,9,12,7,51,34,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
15,258,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9949972000001086,0,10,0,5,15,True,True,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0.1388888888888889, 'SHEEP': 0.36111111111111105, 'WHEAT': 0.4444444444444445, 'ORE': 0}",1.0833333333333333,212,56,11,14,6,51,38,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,6
16,295,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9945946000001173,0,5,0,5,15,False,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.19444444444444445, 'SHEEP': 0.2222222222222222, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.7222222222222222,170,50,13,16,11,30,17,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,4
17,292,"[RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE]",0.9942118000001257,0,6,0,5,15,False,False,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0.3333333333333333, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.19444444444444442, 'ORE': 0.08333333333333333}",0.861111111111111,157,53,18,20,13,30,22,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,5
18,414,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.9937168000001364,0,8,0,5,15,True,False,1,"{'WOOD': 0.5277777777777778, 'BRICK': 0.1111111111111111, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.8888888888888888,179,53,8,11,6,43,31,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
19,313,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9933406000001446,0,3,0,3,14,False,False,0,"{'WOOD': 0.19444444444444448, 'BRICK': 0.1111111111111111, 'SHEEP': 0.3055555555555555, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.6666666666666667,164,49,12,15,12,52,36,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",7,7
20,200,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.9930485500001509,0,10,2,2,15,True,True,0,"{'WOOD': 0.25, 'BRICK': 0.4166666666666667, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.19444444444444442, 'ORE': 0.2777777777777778}",1.1944444444444446,168,59,10,14,11,48,43,"{'KNIGHT': 1, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
21,754,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9920684500001722,0,10,3,1,15,False,True,1,"{'WOOD': 0.3333333333333333, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.2777777777777778, 'ORE': 0.2222222222222222}",0.9444444444444444,398,72,33,39,33,85,62,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",8,9
22,266,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9917021500001801,0,10,3,1,11,False,True,1,"{'WOOD': 0.027777777777777776, 'BRICK': 0.6944444444444444, 'SHEEP': 0.5555555555555556, 'WHEAT': 0.2222222222222222, 'ORE': 0.2777777777777778}",1.7777777777777777,210,70,12,18,13,44,32,"{'KNIGHT': 1, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",9,11
23,364,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9911906500001912,0,10,3,1,13,False,True,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0.2777777777777778, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.4444444444444445, 'ORE': 0.4444444444444444}",1.6666666666666667,344,69,18,23,14,101,84,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",7,8
24,227,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9909398500001967,0,3,0,2,6,False,False,1,"{'WOOD': 0.3055555555555556, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0}",0.36111111111111116,81,17,10,12,9,13,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
25,265,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9906428500002031,0,3,0,2,6,False,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.08333333333333333, 'ORE': 0.1111111111111111}",0.41666666666666663,104,17,15,16,13,45,37,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
26,191,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9903821500002088,0,10,2,3,15,True,False,1,"{'WOOD': 0.6666666666666667, 'BRICK': 0.4722222222222222, 'SHEEP': 0.36111111111111105, 'WHEAT': 0.08333333333333333, 'ORE': 0.4166666666666667}",2.0,148,54,6,6,4,11,6,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",1,2
27,523,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9897007000002236,0,10,2,2,15,False,True,2,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0.41666666666666663, 'WHEAT': 0.2222222222222222, 'ORE': 0.3333333333333333}",1.0555555555555554,370,78,26,34,17,146,119,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 8, 'MONOPOLY': 1, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 1}",12,14
28,219,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.9894944500002281,0,2,0,2,4,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0.027777777777777776, 'ORE': 0.16666666666666669}",0.2777777777777778,34,6,3,4,2,14,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,2
29,282,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9892238500002339,0,2,0,2,5,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.16666666666666669, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.25,30,9,9,10,8,5,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
30,268,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.988900450000241,0,3,0,3,15,False,False,0,"{'WOOD': 0.08333333333333333, 'BRICK': 0.1388888888888889, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.2777777777777778, 'ORE': 0}",0.6111111111111112,109,36,10,12,9,20,8,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
31,332,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.98848465000025,0,8,0,5,15,True,False,1,"{'WOOD': 0.3888888888888889, 'BRICK': 0.2777777777777778, 'SHEEP': 0.3055555555555556, 'WHEAT': 0.05555555555555555, 'ORE': 0}",1.027777777777778,214,47,15,17,11,68,57,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
32,271,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9881381500002575,0,8,0,4,15,True,False,2,"{'WOOD': 0.2777777777777778, 'BRICK': 0.08333333333333333, 'SHEEP': 0.4722222222222222, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.9444444444444444,178,45,7,9,4,55,43,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,5
33,335,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.987791650000265,0,4,0,3,7,False,False,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.3333333333333333,75,20,13,14,6,3,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
34,138,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9876365500002684,0,2,0,2,6,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.19444444444444442,35,11,7,8,5,1,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
35,286,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9872504500002768,0,10,0,5,15,True,True,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0.19444444444444445, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.4166666666666667, 'ORE': 0.3888888888888889}",1.5,164,61,13,18,11,34,23,"{'KNIGHT': 1, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",7,9
36,546,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9865442500002921,0,8,1,5,13,False,False,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0.05555555555555555, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.41666666666666663, 'ORE': 0.08333333333333333}",0.8333333333333334,320,54,22,25,21,73,45,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,5
37,461,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.985998100000304,0,5,2,0,14,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.3333333333333333}",0.4444444444444444,223,47,18,22,17,59,42,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 0}",6,7
38,282,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.9856780000003109,0,3,0,2,5,False,False,1,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.2777777777777778,108,21,14,18,8,33,21,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
39,468,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9850790500003239,0,10,2,3,15,True,False,1,"{'WOOD': 0.4444444444444444, 'BRICK': 0.2777777777777778, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.08333333333333333, 'ORE': 0.4444444444444444}",1.472222222222222,318,65,21,24,15,51,34,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",6,7
40,300,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.984663250000333,0,10,1,4,15,True,False,2,"{'WOOD': 0.6388888888888888, 'BRICK': 0.16666666666666666, 'SHEEP': 0.4166666666666667, 'WHEAT': 0.05555555555555555, 'ORE': 0.3611111111111111}",1.6388888888888888,252,55,13,14,9,71,55,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,4
41,396,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9842062000003429,0,4,0,3,14,False,False,1,"{'WOOD': 0, 'BRICK': 0.2777777777777778, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.027777777777777776, 'ORE': 0.16666666666666669}",0.6111111111111112,182,42,12,15,10,55,40,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",5,6
42,274,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9838118500003514,0,10,1,2,10,True,True,2,"{'WOOD': 0.6944444444444444, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.1388888888888889, 'ORE': 0.1388888888888889}",1.0833333333333333,245,64,17,25,13,102,93,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 8, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",11,13
